HTL_CD,STY_DT,CURR_CD,RM_NTS,RM_REV_AMT_LOC
GCBJN,2020-02-21T00:00:00Z,CNY,109,48945.115515948
GCBJN,2020-02-22T00:00:00Z,CNY,105,43312.731031896
GCBJN,2020-02-23T00:00:00Z,CNY,91,37509.2899999999
GCBJN,2020-02-24T00:00:00Z,CNY,87,37197.0999999999
GCBJN,2020-02-25T00:00:00Z,CNY,103,45724.29
GCBJN,2020-02-26T00:00:00Z,CNY,93,42067.62
GCBJN,2020-02-27T00:00:00Z,CNY,111,49337.315515948
GCBJN,2020-02-28T00:00:00Z,CNY,112,51035.79
GCBJN,2020-02-29T00:00:00Z,CNY,130,64506.912757974
GCBJN,2020-03-01T00:00:00Z,CNY,121,58651.461031896
GCBJN,2020-03-02T00:00:00Z,CNY,98,43693.171031896
GCBJN,2020-03-03T00:00:00Z,CNY,97,44077.272757974
GCBJN,2020-03-04T00:00:00Z,CNY,114,51744.675515948
GCBJN,2020-03-05T00:00:00Z,CNY,116,56123.72
GCBJN,2020-03-06T00:00:00Z,CNY,101,47596.63
GCBJN,2020-03-07T00:00:00Z,CNY,89,45043.842757974
GCBJN,2020-03-08T00:00:00Z,CNY,88,44576.625515948
GCBJN,2020-03-09T00:00:00Z,CNY,93,48312.125515948
GCBJN,2020-03-10T00:00:00Z,CNY,105,57007.38
GCBJN,2020-03-11T00:00:00Z,CNY,97,51974.71
GCBJN,2020-03-12T00:00:00Z,CNY,105,53952.885515948
GCBJN,2020-03-13T00:00:00Z,CNY,87,44939.572757974
GCBJN,2020-03-14T00:00:00Z,CNY,95,47090.5499999999
GCBJN,2020-03-15T00:00:00Z,CNY,335,158572.18
GCBJN,2020-03-16T00:00:00Z,CNY,441,208754.14
GCBJN,2020-03-17T00:00:00Z,CNY,474,225015.92
GCBJN,2020-03-18T00:00:00Z,CNY,507,251697.932757974
GCBJN,2020-03-19T00:00:00Z,CNY,513,255270.932757974
GCBJN,2020-03-20T00:00:00Z,CNY,506,253631.232757974
GCBJN,2020-03-21T00:00:00Z,CNY,518,259518.352757974
GCBJN,2020-03-22T00:00:00Z,CNY,498,249055.202757974
GCBJN,2020-03-23T00:00:00Z,CNY,482,240118.712757974
GCBJN,2020-03-24T00:00:00Z,CNY,470,235814.39
GCBJN,2020-03-25T00:00:00Z,CNY,468,237152.28
GCBJN,2020-03-26T00:00:00Z,CNY,467,236243.23
GCBJN,2020-03-27T00:00:00Z,CNY,452,228653.19
GCBJN,2020-03-28T00:00:00Z,CNY,423,208490.2
GCBJN,2020-03-29T00:00:00Z,CNY,431,208721.76
GCBJN,2020-03-30T00:00:00Z,CNY,379,180101.2
GCBJN,2020-03-31T00:00:00Z,CNY,235,108986.029999999
GCBJN,2020-04-01T00:00:00Z,CNY,137,59843.7799999999
GCBJN,2020-04-02T00:00:00Z,CNY,132,55735.6999999999
GCBJN,2020-04-03T00:00:00Z,CNY,123,52553.8299999999
GCBJN,2020-04-04T00:00:00Z,CNY,131,56001.4599999999
GCBJN,2020-04-05T00:00:00Z,CNY,123,51147.2399999999
GCBJN,2020-04-06T00:00:00Z,CNY,119,50032.3299999999
GCBJN,2020-04-07T00:00:00Z,CNY,110,45967.1899999999
GCBJN,2020-04-08T00:00:00Z,CNY,117,49166.2599999999
GCBJN,2020-04-09T00:00:00Z,CNY,122,47956.9099999999
GCBJN,2020-04-10T00:00:00Z,CNY,111,45296.4227579739
GCBJN,2020-04-11T00:00:00Z,CNY,112,46510.3199999999
GCBJN,2020-04-12T00:00:00Z,CNY,99,40661.34
GCBJN,2020-04-13T00:00:00Z,CNY,62,23566.78
GCBJN,2020-04-14T00:00:00Z,CNY,62,23110.1299999999
GCBJN,2020-04-15T00:00:00Z,CNY,56,20181.2299999999
GCBJN,2020-04-16T00:00:00Z,CNY,68,28107.4599999999
GCBJN,2020-04-17T00:00:00Z,CNY,64,26902.2699999999
GCBJN,2020-04-18T00:00:00Z,CNY,49,19267.12
GCBJN,2020-04-19T00:00:00Z,CNY,57,22429.37
GCBJN,2020-04-20T00:00:00Z,CNY,58,22555.0699999999
GCBJN,2020-04-21T00:00:00Z,CNY,50,19394.95
GCBJN,2020-04-22T00:00:00Z,CNY,49,18788.54
GCBJN,2020-04-23T00:00:00Z,CNY,58,23165.12
GCBJN,2020-04-24T00:00:00Z,CNY,57,19951.792757974
GCBJN,2020-04-25T00:00:00Z,CNY,67,26888.4299999999
GCBJN,2020-04-26T00:00:00Z,CNY,69,27297.5799999999
GCBJN,2020-04-27T00:00:00Z,CNY,65,26954.0399999999
GCBJN,2020-04-28T00:00:00Z,CNY,56,22935.8099999999
GCBJN,2020-04-29T00:00:00Z,CNY,56,20570.732757974
GCBJN,2020-04-30T00:00:00Z,CNY,62,22307.7599999999
GCBJN,2020-05-01T00:00:00Z,CNY,72,28594.3099999999
GCBJN,2020-05-02T00:00:00Z,CNY,79,34833.768273922
GCBJN,2020-05-03T00:00:00Z,CNY,76,32765.3955159479
GCBJN,2020-05-04T00:00:00Z,CNY,87,37378.505515948
GCBJN,2020-05-05T00:00:00Z,CNY,79,33005.3199999999
GCBJN,2020-05-06T00:00:00Z,CNY,85,39625.0999999999
GCBJN,2020-05-07T00:00:00Z,CNY,94,44243.8055159479
GCBJN,2020-05-08T00:00:00Z,CNY,118,56243.041031896
GCBJN,2020-05-09T00:00:00Z,CNY,97,44474.95
GCBJN,2020-05-10T00:00:00Z,CNY,87,37476.93
GCBJN,2020-05-11T00:00:00Z,CNY,97,43906.93
GCBJN,2020-05-12T00:00:00Z,CNY,109,52117.52
GCBJN,2020-05-13T00:00:00Z,CNY,103,46434.742757974
GCBJN,2020-05-14T00:00:00Z,CNY,123,58740.592757974
GCBJN,2020-05-15T00:00:00Z,CNY,108,50045.922757974
GCBJN,2020-05-16T00:00:00Z,CNY,96,44046.585515948
GCBJN,2020-05-17T00:00:00Z,CNY,89,36151.128273922
GCBJN,2020-05-18T00:00:00Z,CNY,104,49976.9827579739
GCBJN,2020-05-19T00:00:00Z,CNY,128,60300.592757974
GCBJN,2020-05-20T00:00:00Z,CNY,118,57110.932757974
GCBJN,2020-05-21T00:00:00Z,CNY,88,38135.818273922
GCBJN,2020-05-22T00:00:00Z,CNY,94,43169.13
GCBJN,2020-05-23T00:00:00Z,CNY,70,26869.3610318959
GCBJN,2020-05-24T00:00:00Z,CNY,70,28866.6899999999
GCBJN,2020-05-25T00:00:00Z,CNY,85,35227.6927579739
GCBJN,2020-05-26T00:00:00Z,CNY,98,45702.7999999999
GCBJN,2020-05-27T00:00:00Z,CNY,87,43453.89
GCBJN,2020-05-28T00:00:00Z,CNY,117,57658.95
GCBJN,2020-05-29T00:00:00Z,CNY,86,37744.6699999999
GCBJN,2020-05-30T00:00:00Z,CNY,81,35573.08
GCBJN,2020-05-31T00:00:00Z,CNY,90,40066.3299999999
GCBJN,2020-06-01T00:00:00Z,CNY,120,58041.82
GCBJN,2020-06-02T00:00:00Z,CNY,103,44421.795515948
GCBJN,2020-06-03T00:00:00Z,CNY,140,67401.455515948
GCBJN,2020-06-04T00:00:00Z,CNY,144,69430.275515948
GCBJN,2020-06-05T00:00:00Z,CNY,147,73977.336547844
GCBJN,2020-06-06T00:00:00Z,CNY,121,51222.7282739219
GCBJN,2020-06-07T00:00:00Z,CNY,126,56001.55
GCBJN,2020-06-08T00:00:00Z,CNY,133,58373.965515948
GCBJN,2020-06-09T00:00:00Z,CNY,160,72001.582757974
GCBJN,2020-06-10T00:00:00Z,CNY,186,89338.465515948
GCBJN,2020-06-11T00:00:00Z,CNY,146,67790.502757974
GCBJN,2020-06-12T00:00:00Z,CNY,149,65533.842757974
GCBJN,2020-06-13T00:00:00Z,CNY,115,48205.18
GCBJN,2020-06-14T00:00:00Z,CNY,102,40230.7627579739
GCBJN,2020-06-15T00:00:00Z,CNY,98,40566.598273922
GCBJN,2020-06-16T00:00:00Z,CNY,80,34050.2199999999
GCBJN,2020-06-17T00:00:00Z,CNY,58,23763.5299999999
GCBJN,2020-06-18T00:00:00Z,CNY,50,20416.2399999999
GCBJN,2020-06-19T00:00:00Z,CNY,59,24866.4055159479
GCBJN,2020-06-20T00:00:00Z,CNY,50,19084.8027579739
GCBJN,2020-06-21T00:00:00Z,CNY,53,23119.6627579739
GCBJN,2020-06-22T00:00:00Z,CNY,61,25582.17
GCBJN,2020-06-23T00:00:00Z,CNY,77,34960.845515948
GCBJN,2020-06-24T00:00:00Z,CNY,61,27541.8727579739
GCBJN,2020-06-25T00:00:00Z,CNY,68,31337.9627579739
GCBJN,2020-06-26T00:00:00Z,CNY,58,27780.9299999999
GCBJN,2020-06-27T00:00:00Z,CNY,67,29896.1299999999
GCBJN,2020-06-28T00:00:00Z,CNY,74,33155.0399999999
GCBJN,2020-06-29T00:00:00Z,CNY,70,33569.42
GCBJN,2020-06-30T00:00:00Z,CNY,61,27973.5999999999
GCBJN,2020-07-01T00:00:00Z,CNY,73,32991.222757974
GCBJN,2020-07-02T00:00:00Z,CNY,80,36365.8127579739
GCBJN,2020-07-03T00:00:00Z,CNY,80,36333.4027579739
GCBJN,2020-07-04T00:00:00Z,CNY,78,34995.352757974
GCBJN,2020-07-05T00:00:00Z,CNY,78,34850.1999999999
GCBJN,2020-07-06T00:00:00Z,CNY,80,36313.2899999999
GCBJN,2020-07-07T00:00:00Z,CNY,70,31121.24
GCBJN,2020-07-08T00:00:00Z,CNY,78,36196.2855159479
GCBJN,2020-07-09T00:00:00Z,CNY,88,41650.135515948
GCBJN,2020-07-10T00:00:00Z,CNY,74,32091.5499999999
GCBJN,2020-07-11T00:00:00Z,CNY,83,36467.4655159479
GCBJN,2020-07-12T00:00:00Z,CNY,87,38764.375515948
GCBJN,2020-07-13T00:00:00Z,CNY,91,41407.425515948
GCBJN,2020-07-14T00:00:00Z,CNY,108,48975.1582739219
GCBJN,2020-07-15T00:00:00Z,CNY,101,46080.9527579739
GCBJN,2020-07-16T00:00:00Z,CNY,113,48613.595515948
GCBJN,2020-07-17T00:00:00Z,CNY,100,44491.025515948
GCBJN,2020-07-18T00:00:00Z,CNY,110,49186.6382739219
GCBJN,2020-07-19T00:00:00Z,CNY,108,48212.4127579739
GCBJN,2020-07-20T00:00:00Z,CNY,123,56362.1927579739
GCBJN,2020-07-21T00:00:00Z,CNY,136,65901.5699999999
GCBJN,2020-07-22T00:00:00Z,CNY,136,65912.7027579739
GCBJN,2020-07-23T00:00:00Z,CNY,141,70325.1682739219
GCBJN,2020-07-24T00:00:00Z,CNY,128,61684.1055159479
GCBJN,2020-07-25T00:00:00Z,CNY,112,53688.8799999999
GCBJN,2020-07-26T00:00:00Z,CNY,195,97458.015515948
GCBJN,2020-07-27T00:00:00Z,CNY,230,117787.345515948
GCBJN,2020-07-28T00:00:00Z,CNY,383,198020.059305818
GCBJN,2020-07-29T00:00:00Z,CNY,379,199096.792757974
GCBJN,2020-07-30T00:00:00Z,CNY,364,187685.618273922
GCBJN,2020-07-31T00:00:00Z,CNY,378,195403.325515948
GCBJN,2020-08-01T00:00:00Z,CNY,385,195522.155515948
GCBJN,2020-08-02T00:00:00Z,CNY,400,205031.385515948
GCBJN,2020-08-03T00:00:00Z,CNY,408,208044.955515948
GCBJN,2020-08-04T00:00:00Z,CNY,467,235117.672757974
GCBJN,2020-08-05T00:00:00Z,CNY,431,220048.352757974
GCBJN,2020-08-06T00:00:00Z,CNY,420,212104.065515948
GCBJN,2020-08-07T00:00:00Z,CNY,409,211749.675515948
GCBJN,2020-08-08T00:00:00Z,CNY,408,205796.652757974
GCBJN,2020-08-09T00:00:00Z,CNY,367,182811.461031896
GCBJN,2020-08-10T00:00:00Z,CNY,351,174097.442757974
GCBJN,2020-08-11T00:00:00Z,CNY,324,160078.612757974
GCBJN,2020-08-12T00:00:00Z,CNY,353,171521.046547844
GCBJN,2020-08-13T00:00:00Z,CNY,330,163015.135515948
GCBJN,2020-08-14T00:00:00Z,CNY,264,122458.828273922
GCBJN,2020-08-15T00:00:00Z,CNY,321,153330.692757974
GCBJN,2020-08-16T00:00:00Z,CNY,375,191012.502757974
GCBJN,2020-08-17T00:00:00Z,CNY,442,225715.915515948
GCBJN,2020-08-18T00:00:00Z,CNY,443,232537.265515948
GCBJN,2020-08-19T00:00:00Z,CNY,431,227057.372757974
GCBJN,2020-08-20T00:00:00Z,CNY,429,221474.01378987
GCBJN,2020-08-21T00:00:00Z,CNY,381,191209.482063792
GCBJN,2020-08-22T00:00:00Z,CNY,386,196295.302063792
GCBJN,2020-08-23T00:00:00Z,CNY,398,208173.628273922
GCBJN,2020-08-24T00:00:00Z,CNY,422,218541.51378987
GCBJN,2020-08-25T00:00:00Z,CNY,326,171806.602757974
GCBJN,2020-08-26T00:00:00Z,CNY,391,201736.433789869
GCBJN,2020-08-27T00:00:00Z,CNY,374,193934.151031895
GCBJN,2020-08-28T00:00:00Z,CNY,379,194745.616547844
GCBJN,2020-08-29T00:00:00Z,CNY,318,159121.601031896
GCBJN,2020-08-30T00:00:00Z,CNY,311,148281.952757974
GCBJN,2020-08-31T00:00:00Z,CNY,554,266584.722757974
GCBJN,2020-09-01T00:00:00Z,CNY,569,274339.43
GCBJN,2020-09-02T00:00:00Z,CNY,385,182544.445515948
GCBJN,2020-09-03T00:00:00Z,CNY,419,204452.091031896
GCBJN,2020-09-04T00:00:00Z,CNY,383,179935.048273922
GCBJN,2020-09-05T00:00:00Z,CNY,381,178389.50378987
GCBJN,2020-09-06T00:00:00Z,CNY,361,171558.625515948
GCBJN,2020-09-07T00:00:00Z,CNY,407,198685.776547844
GCBJN,2020-09-08T00:00:00Z,CNY,409,200212.18378987
GCBJN,2020-09-09T00:00:00Z,CNY,400,201441.232757974
GCBJN,2020-09-10T00:00:00Z,CNY,389,189277.602757974
GCBJN,2020-09-11T00:00:00Z,CNY,396,192417.561031896
GCBJN,2020-09-12T00:00:00Z,CNY,310,146840.742757974
GCBJN,2020-09-13T00:00:00Z,CNY,258,115911.12
GCBJN,2020-09-14T00:00:00Z,CNY,216,98600.842757974
GCBJN,2020-09-15T00:00:00Z,CNY,280,130892.835515948
GCBJN,2020-09-16T00:00:00Z,CNY,373,165955.819999999
GCBJN,2020-09-17T00:00:00Z,CNY,390,179348.649999999
GCBJN,2020-09-18T00:00:00Z,CNY,378,177750.439999999
GCBJN,2020-09-19T00:00:00Z,CNY,212,108501.585515948
GCBJN,2020-09-20T00:00:00Z,CNY,198,96338.9
GCBJN,2020-09-21T00:00:00Z,CNY,275,143096.54
GCBJN,2020-09-22T00:00:00Z,CNY,306,177676.59
GCBJN,2020-09-23T00:00:00Z,CNY,366,206213.12
GCBJN,2020-09-24T00:00:00Z,CNY,441,379406.212757973
GCBJN,2020-09-25T00:00:00Z,CNY,536,502038.552757973
GCBJN,2020-09-26T00:00:00Z,CNY,454,377294.022757973
GCBJN,2020-09-27T00:00:00Z,CNY,435,305594.202757974
GCBJN,2020-09-28T00:00:00Z,CNY,430,235334.902757974
GCBJN,2020-09-29T00:00:00Z,CNY,411,216764.082757974
GCBJN,2020-09-30T00:00:00Z,CNY,378,199284.02
GCBJN,2020-10-01T00:00:00Z,USD,385,190642.106547844
GCBJN,2020-10-02T00:00:00Z,CNY,424,217952.77757974
GCBJN,2020-10-03T00:00:00Z,CNY,422,218253.56757974
GCBJN,2020-10-04T00:00:00Z,CNY,444,232327.683095688
GCBJN,2020-10-05T00:00:00Z,CNY,346,176742.255515948
GCBJN,2020-10-06T00:00:00Z,CNY,314,155577.149305818
GCBJN,2020-10-07T00:00:00Z,CNY,291,136327.156547844
GCBJN,2020-10-08T00:00:00Z,CNY,248,115515.698273922
GCBJN,2020-10-09T00:00:00Z,CNY,282,132080.708273922
GCBJN,2020-10-10T00:00:00Z,CNY,262,123026.098273922
GCBJN,2020-10-11T00:00:00Z,CNY,273,130919.952757974
GCBJN,2020-10-12T00:00:00Z,CNY,372,197064.791031896
GCBJN,2020-10-13T00:00:00Z,CNY,476,310325.215515948
GCBJN,2020-10-14T00:00:00Z,CNY,502,335250.652757973
GCBJN,2020-10-15T00:00:00Z,CNY,449,292859.912757974
GCBJN,2020-10-16T00:00:00Z,CNY,445,236714.114821766
GCBJN,2020-10-17T00:00:00Z,CNY,427,212193.761031896
GCBJN,2020-10-18T00:00:00Z,CNY,379,183381.612757974
GCBJN,2020-10-19T00:00:00Z,CNY,409,205537.226547844
GCBJN,2020-10-20T00:00:00Z,CNY,425,207757.401031896
GCBJN,2020-10-21T00:00:00Z,CNY,473,241100.79378987
GCBJN,2020-10-22T00:00:00Z,CNY,421,204930.731031896
GCBJN,2020-10-23T00:00:00Z,CNY,421,204593.499305818
GCBJN,2020-10-24T00:00:00Z,CNY,510,241737.275515948
GCBJN,2020-10-25T00:00:00Z,CNY,410,196161.481031896
GCBJN,2020-10-26T00:00:00Z,CNY,459,222768.229305818
GCBJN,2020-10-27T00:00:00Z,CNY,457,222205.474821766
GCBJN,2020-10-28T00:00:00Z,CNY,532,283649.39
GCBJN,2020-10-29T00:00:00Z,CNY,482,264693.26
GCBJN,2020-10-30T00:00:00Z,CNY,552,284476.83
GCBJN,2020-10-31T00:00:00Z,CNY,478,241214.25
GCBJN,2020-11-01T00:00:00Z,CNY,419,198034.958273922
GCBJN,2020-11-02T00:00:00Z,CNY,351,168706.128273922
GCBJN,2020-11-03T00:00:00Z,CNY,400,200721.298273922
GCBJN,2020-11-04T00:00:00Z,CNY,469,265068.971031896
GCBJN,2020-11-05T00:00:00Z,CNY,472,265742.066547844
GCBJN,2020-11-06T00:00:00Z,CNY,487,246213.153095688
GCBJN,2020-11-07T00:00:00Z,CNY,520,240665.86757974
GCBJN,2020-11-08T00:00:00Z,CNY,504,233748.511031896
GCBJN,2020-11-09T00:00:00Z,CNY,492,224356.088273922
GCBJN,2020-11-10T00:00:00Z,CNY,418,197708.636547844
GCBJN,2020-11-11T00:00:00Z,CNY,506,245013.831031896
GCBJN,2020-11-12T00:00:00Z,CNY,501,254469.082757974
GCBJN,2020-11-13T00:00:00Z,CNY,523,253872.83378987
GCBJN,2020-11-14T00:00:00Z,CNY,411,194430.835515948
GCBJN,2020-11-15T00:00:00Z,CNY,436,206568.651031896
GCBJN,2020-11-16T00:00:00Z,CNY,454,213896.394821766
GCBJN,2020-11-17T00:00:00Z,CNY,483,237040.64378987
GCBJN,2020-11-18T00:00:00Z,CNY,500,245233.926547844
GCBJN,2020-11-19T00:00:00Z,CNY,483,234961.218273922
GCBJN,2020-11-20T00:00:00Z,CNY,402,196860.342063792
GCBJN,2020-11-21T00:00:00Z,CNY,369,173983.43757974
GCBJN,2020-11-22T00:00:00Z,CNY,419,199703.61378987
GCBJN,2020-11-23T00:00:00Z,CNY,410,193132.306547844
GCBJN,2020-11-24T00:00:00Z,CNY,455,241059.256547844
GCBJN,2020-11-25T00:00:00Z,CNY,406,204509.709305818
GCBJN,2020-11-26T00:00:00Z,CNY,320,152754.884821766
GCBJN,2020-11-27T00:00:00Z,CNY,329,153055.631031896
GCBJN,2020-11-28T00:00:00Z,CNY,295,138991.029305818
GCBJN,2020-11-29T00:00:00Z,CNY,301,139704.181031896
GCBJN,2020-11-30T00:00:00Z,CNY,308,141839.685515948
GCBJN,2020-12-01T00:00:00Z,CNY,300,136918.672063792
GCBJN,2020-12-02T00:00:00Z,CNY,319,146954.476547844
GCBJN,2020-12-03T00:00:00Z,CNY,297,137865.72378987
GCBJN,2020-12-04T00:00:00Z,CNY,363,188619.78
GCBJN,2020-12-05T00:00:00Z,CNY,386,199068.845515948
GCBJN,2020-12-06T00:00:00Z,CNY,283,129801.108273922
GCBJN,2020-12-07T00:00:00Z,CNY,296,135762.548273922
GCBJN,2020-12-08T00:00:00Z,CNY,353,165567.888273922
GCBJN,2020-12-09T00:00:00Z,CNY,399,186771.171031896
GCBJN,2020-12-10T00:00:00Z,CNY,349,162993.46378987
GCBJN,2020-12-11T00:00:00Z,CNY,386,175034.145515948
GCBJN,2020-12-12T00:00:00Z,CNY,315,146726.005515948
GCBJN,2020-12-13T00:00:00Z,CNY,334,154722.742063792
GCBJN,2020-12-14T00:00:00Z,CNY,364,176493.471031896
GCBJN,2020-12-15T00:00:00Z,CNY,332,157799.95378987
GCBJN,2020-12-16T00:00:00Z,CNY,369,178332.666547844
GCBJN,2020-12-17T00:00:00Z,CNY,396,192725.090337714
GCBJN,2020-12-18T00:00:00Z,CNY,371,173905.324821766
GCBJN,2020-12-19T00:00:00Z,CNY,406,175769.491031896
GCBJN,2020-12-20T00:00:00Z,CNY,431,195515.912757974
GCBJN,2020-12-21T00:00:00Z,CNY,441,203641.36
GCBJN,2020-12-22T00:00:00Z,CNY,346,165074.371031896
GCBJN,2020-12-23T00:00:00Z,CNY,288,135464.155515948
GCBJN,2020-12-24T00:00:00Z,CNY,281,132553.961031896
GCBJN,2020-12-25T00:00:00Z,CNY,272,128461.46378987
GCBJN,2020-12-26T00:00:00Z,CNY,261,122529.585515948
GCBJN,2020-12-27T00:00:00Z,CNY,247,112741.664409006
GCBJN,2020-12-28T00:00:00Z,CNY,249,113796.88
GCBJN,2020-12-29T00:00:00Z,CNY,258,119580.597204503
GCBJN,2020-12-30T00:00:00Z,CNY,236,108631.307204502
GCBJN,2020-12-31T00:00:00Z,CNY,235,104903.161613509
GCBJN,2021-01-01T00:00:00Z,CNY,239,85407.6016135089
GCBJN,2021-01-02T00:00:00Z,CNY,257,90184.541613509
GCBJN,2021-01-03T00:00:00Z,CNY,320,112825.377204503
GCBJN,2021-01-04T00:00:00Z,CNY,317,114096.537204503
GCBJN,2021-01-05T00:00:00Z,CNY,325,117334.257204503
GCBJN,2021-01-06T00:00:00Z,CNY,363,135713.897204503
GCBJN,2021-01-07T00:00:00Z,CNY,369,144595.127204503
GCBJN,2021-01-08T00:00:00Z,CNY,339,130036.444409006
GCBJN,2021-01-09T00:00:00Z,CNY,350,133623.177204503
GCBJN,2021-01-10T00:00:00Z,CNY,336,121912.034409006
GCBJN,2021-01-11T00:00:00Z,CNY,287,105664.991613509
GCBJN,2021-01-12T00:00:00Z,CNY,335,121722.714409006
GCBJN,2021-01-13T00:00:00Z,CNY,298,108071.23
GCBJN,2021-01-14T00:00:00Z,CNY,283,105289.54
GCBJN,2021-01-15T00:00:00Z,CNY,271,99212.89
GCBJN,2021-01-16T00:00:00Z,CNY,260,94620.8999999998
GCBJN,2021-01-17T00:00:00Z,CNY,297,109628.71
GCBJN,2021-01-18T00:00:00Z,CNY,283,103065.91
GCBJN,2021-01-19T00:00:00Z,CNY,306,109238.39
GCBJN,2021-01-20T00:00:00Z,CNY,309,110756.01
GCBJN,2021-01-21T00:00:00Z,CNY,310,111315.56
GCBJN,2021-01-22T00:00:00Z,CNY,331,118348.547204503
GCBJN,2021-01-23T00:00:00Z,CNY,304,108131.71
GCBJN,2021-01-24T00:00:00Z,CNY,302,106597.884409006
GCBJN,2021-01-25T00:00:00Z,CNY,325,116070.97
GCBJN,2021-01-26T00:00:00Z,CNY,333,119904.69
GCBJN,2021-01-27T00:00:00Z,CNY,270,99327.187204503
GCBJN,2021-01-28T00:00:00Z,CNY,319,116427.241613509
GCBJN,2021-01-29T00:00:00Z,CNY,303,109572.877204503
GCBJN,2021-01-30T00:00:00Z,CNY,297,106511.924409006
GCBJN,2021-01-31T00:00:00Z,CNY,256,93020.25
GCBJN,2021-02-01T00:00:00Z,CNY,283,102807.807204503
GCBJN,2021-02-02T00:00:00Z,CNY,282,103082.61
GCBJN,2021-02-03T00:00:00Z,CNY,314,112230.837204503
GCBJN,2021-02-04T00:00:00Z,CNY,348,125261.507204503
GCBJN,2021-02-05T00:00:00Z,CNY,317,112546.04
GCBJN,2021-02-06T00:00:00Z,CNY,312,109935.91
GCBJN,2021-02-07T00:00:00Z,CNY,330,117170.14
GCBJN,2021-02-08T00:00:00Z,CNY,340,120593.674409006
GCBJN,2021-02-09T00:00:00Z,CNY,284,99886.7
GCBJN,2021-02-10T00:00:00Z,CNY,257,89512.53
GCBJN,2021-02-11T00:00:00Z,CNY,268,96935.214409006
GCBJN,2021-02-12T00:00:00Z,CNY,262,94413.7072045029
GCBJN,2021-02-13T00:00:00Z,CNY,267,92738.14
GCBJN,2021-02-14T00:00:00Z,CNY,314,112823.007204503
GCBJN,2021-02-15T00:00:00Z,CNY,296,107665.037204503
GCBJN,2021-02-16T00:00:00Z,CNY,317,112895.28
GCBJN,2021-02-17T00:00:00Z,CNY,345,124552.484409006
GCBJN,2021-02-18T00:00:00Z,CNY,322,117287.12
GCBJN,2021-02-19T00:00:00Z,CNY,274,98712.32
GCBJN,2021-02-20T00:00:00Z,CNY,245,87128.4499999999
GCBJN,2021-02-21T00:00:00Z,CNY,211,76596.1472045029
GCBJN,2021-02-22T00:00:00Z,CNY,189,75784.11
GCBJN,2021-02-23T00:00:00Z,CNY,175,71267.6244090059
GCBJN,2021-02-24T00:00:00Z,CNY,157,61659.5316135089
GCBJN,2021-02-25T00:00:00Z,CNY,140,52919.0316135089
GCBJN,2021-02-26T00:00:00Z,CNY,165,67555.2799999999
GCBJN,2021-02-27T00:00:00Z,CNY,183,73802.4172045029
GCBJN,2021-02-28T00:00:00Z,CNY,222,86916.17
GCBJN,2021-03-01T00:00:00Z,CNY,331,127214.04
GCBJN,2021-03-02T00:00:00Z,CNY,394,146680.24
GCBJN,2021-03-03T00:00:00Z,CNY,400,157393.44
GCBJN,2021-03-04T00:00:00Z,CNY,334,128311.36
GCBJN,2021-03-05T00:00:00Z,CNY,322,126324
GCBJN,2021-03-06T00:00:00Z,CNY,346,129837.36
GCBJN,2021-03-07T00:00:00Z,CNY,379,141934.537204503
GCBJN,2021-03-08T00:00:00Z,CNY,485,180701.374409006
GCBJN,2021-03-09T00:00:00Z,CNY,515,195967.447204503
GCBJN,2021-03-10T00:00:00Z,CNY,536,198758.731613509
GCBJN,2021-03-11T00:00:00Z,CNY,518,191647.471613509
GCBJN,2021-03-12T00:00:00Z,CNY,376,146572.898818012
GCBJN,2021-03-13T00:00:00Z,CNY,392,151123.556022515
GCBJN,2021-03-14T00:00:00Z,CNY,428,165882.244409006
GCBJN,2021-03-15T00:00:00Z,CNY,497,192089.18
GCBJN,2021-03-16T00:00:00Z,CNY,535,214608.858818012
GCBJN,2021-03-17T00:00:00Z,CNY,553,228816.38043152099
GCBJN,2021-03-18T00:00:00Z,CNY,541,221378.363227018
GCBJN,2021-03-19T00:00:00Z,CNY,536,210694.363227018
GCBJN,2021-03-20T00:00:00Z,CNY,532,205224.830431521
GCBJN,2021-03-21T00:00:00Z,CNY,501,194066.938818012
GCBJN,2021-03-22T00:00:00Z,CNY,553,230736.718818012
GCBJN,2021-03-23T00:00:00Z,CNY,609,277675.15
GCBJN,2021-03-24T00:00:00Z,CNY,600,284218.51859287
GCBJN,2021-03-25T00:00:00Z,CNY,595,286199.360469043
GCBJN,2021-03-26T00:00:00Z,CNY,578,251301.712326455
GCBJN,2021-03-27T00:00:00Z,CNY,557,225449.913227018
GCBJN,2021-03-28T00:00:00Z,CNY,488,188586.253227018
GCBJN,2021-03-29T00:00:00Z,CNY,589,312180.8
GCBJN,2021-03-30T00:00:00Z,CNY,576,304916.87
GCBJN,2021-03-31T00:00:00Z,CNY,572,303513.44
GCBJN,2021-04-01T00:00:00Z,CNY,643,333803.81
GCBJN,2021-04-02T00:00:00Z,CNY,372,141923.831613509
GCBJN,2021-04-03T00:00:00Z,CNY,344,131662.320431521
GCBJN,2021-04-04T00:00:00Z,CNY,327,123088.507636024
GCBJN,2021-04-05T00:00:00Z,CNY,300,115030.256022515
GCBJN,2021-04-06T00:00:00Z,CNY,361,150080.574409006
GCBJN,2021-04-07T00:00:00Z,CNY,342,145681.928818012
GCBJN,2021-04-08T00:00:00Z,CNY,353,154320.747204503
